Section Prerequisites for Term: 202510,,,,,,,
,,,,,,,
Term,Subject,Course,Section,CRN,Part of Term,Title,Prerequisites
,,,052,24881,1,Network Based App Dvlpment,(ITIS 2300 or ITIS 3135) and ITCS 3160
,,,091,24237,1,Network Based App Dvlpment,(ITIS 2300 or ITIS 3135) and ITCS 3160
,,4180,091,21033,1,Mobile Application Development,ITCS 2214 or ITSC 2214
,,4221,001,20676,1,Secure Prog Penetr Testing,(ITIS 3135 or ITIS 2300)
,,,091,22459,1,Secure Prog Penetr Testing,(ITIS 3135 or ITIS 2300)
,,,092,27371,1,Secure Prog Penetr Testing,(ITIS 3135 or ITIS 2300)
,,4246,091,23384,1,Competitive Cyber Defense,ITIS 3200 and ITIS 3246
,,4250,091,20460,1,Computer Forensics,ITIS 2300 or ITIS 3135
,,,092,27336,1,Computer Forensics,ITIS 2300 or ITIS 3135
,,4260,091,26477,1,Intro to Security Analytics,ITIS 3200 and ITSC 3146 and (STAT 1220 or STAT 1222 or STAT 1221 or STAT 2122)
,,4261,091,24549,1,Introduction to Secured Cloud,ITSC 3146
,,4390,091,23395,1,Interaction Design Projects,ITIS 3130 and ITIS 3135
,,5221,001,21141,1,Secure Prog Penetr Testing,ITIS 4166 or ITIS 5166
,,,091,22460,1,Secure Prog Penetr Testing,ITIS 4166 or ITIS 5166
,,5260,091,26478,1,Intro to Security Analytics,ITIS 6200
,,5261,091,24550,1,Intro Sec Cloud Comp,ITSC 3146
,,5390,081,24180,1,Interaction Design Projects,ITIS 6400
,,,091,24178,1,Interaction Design Projects,ITIS 6400
,,6162,U01,24572,1,Knowledge Disc in Databases,ITCS 6160 or ITIS 6120
,,,U02,26795,1,Data Mining,ITCS 6160 or ITIS 6120
,,6177,051,21279,1,System Integration,ITIS 5166
,,6220,U01,23263,1,Data Privacy,ITIS 6200
,,6230,001,22487,1,Infrastructure Protection,ITIS 6200
,,6330,001,22135,1,Malware Analysis,ITIS 6200
,ITLN,1202,001,23623,1,Elementary Italian II,ITLN 1201
,,,002,23624,1,Elementary Italian II,ITLN 1201
,,3202,001,20975,1,Italian Grammar & Composition,ITLN 3201
,ITSC,1213,001,22070,1,Intro to Computer Science II,(ITSC 1212 or ITCS 1212 or ITIS 1212 or DTSC 1302) and (MATH 1100 or MATH 1101 or MATH 1103 or MATH 1120 or MATH 1241)
,,,002,22071,1,Intro to Computer Science II,(ITSC 1212 or ITCS 1212 or ITIS 1212 or DTSC 1302) and (MATH 1100 or MATH 1101 or MATH 1103 or MATH 1120 or MATH 1241)
,,,003,22072,1,Intro to Computer Science II,(ITSC 1212 or ITCS 1212 or ITIS 1212 or DTSC 1302) and (MATH 1100 or MATH 1101 or MATH 1103 or MATH 1120 or MATH 1241)
,,,004,22073,1,Intro to Computer Science II,(ITSC 1212 or ITCS 1212 or ITIS 1212 or DTSC 1302) and (MATH 1100 or MATH 1101 or MATH 1103 or MATH 1120 or MATH 1241)
,,,005,22647,1,Intro to Computer Science II,(ITSC 1212 or ITCS 1212 or ITIS 1212 or DTSC 1302) and (MATH 1100 or MATH 1101 or MATH 1103 or MATH 1120 or MATH 1241)
,,,006,22648,1,Intro to Computer Science II,(ITSC 1212 or ITCS 1212 or ITIS 1212 or DTSC 1302) and (MATH 1100 or MATH 1101 or MATH 1103 or MATH 1120 or MATH 1241)
,,,007,22650,1,Intro to Computer Science II,(ITSC 1212 or ITCS 1212 or ITIS 1212 or DTSC 1302) and (MATH 1100 or MATH 1101 or MATH 1103 or MATH 1120 or MATH 1241)
,,,008,22651,1,Intro to Computer Science II,(ITSC 1212 or ITCS 1212 or ITIS 1212 or DTSC 1302) and (MATH 1100 or MATH 1101 or MATH 1103 or MATH 1120 or MATH 1241)
,,,009,23411,1,Intro to Computer Science II,(ITSC 1212 or ITCS 1212 or ITIS 1212 or DTSC 1302) and (MATH 1100 or MATH 1101 or MATH 1103 or MATH 1120 or MATH 1241)
,,,010,22106,1,Intro to Computer Science II,(ITSC 1212 or ITCS 1212 or ITIS 1212 or DTSC 1302) and (MATH 1100 or MATH 1101 or MATH 1103 or MATH 1120 or MATH 1241)
,,,011,22107,1,Intro to Computer Science II,(ITSC 1212 or ITCS 1212 or ITIS 1212 or DTSC 1302) and (MATH 1100 or MATH 1101 or MATH 1103 or MATH 1120 or MATH 1241)
,,,012,22108,1,Intro to Computer Science II,(ITSC 1212 or ITCS 1212 or ITIS 1212 or DTSC 1302) and (MATH 1100 or MATH 1101 or MATH 1103 or MATH 1120 or MATH 1241)
,,,013,22109,1,Intro to Computer Science II,(ITSC 1212 or ITCS 1212 or ITIS 1212 or DTSC 1302) and (MATH 1100 or MATH 1101 or MATH 1103 or MATH 1120 or MATH 1241)
,,,014,22799,1,Intro to Computer Science II,(ITSC 1212 or ITCS 1212 or ITIS 1212 or DTSC 1302) and (MATH 1100 or MATH 1101 or MATH 1103 or MATH 1120 or MATH 1241)
,,,015,22801,1,Intro to Computer Science II,(ITSC 1212 or ITCS 1212 or ITIS 1212 or DTSC 1302) and (MATH 1100 or MATH 1101 or MATH 1103 or MATH 1120 or MATH 1241)
,,,016,22800,1,Intro to Computer Science II,(ITSC 1212 or ITCS 1212 or ITIS 1212 or DTSC 1302) and (MATH 1100 or MATH 1101 or MATH 1103 or MATH 1120 or MATH 1241)
,,,017,22807,1,Intro to Computer Science II,(ITSC 1212 or ITCS 1212 or ITIS 1212 or DTSC 1302) and (MATH 1100 or MATH 1101 or MATH 1103 or MATH 1120 or MATH 1241)
,,2175,001,21586,1,Logic and Algorithms,(ITSC 1212 or ITCS 1212 or DTSC 1302) and (MATH 1120 or MATH 1241)
,,,051,21797,1,Logic and Algorithms,(ITSC 1212 or ITCS 1212 or DTSC 1302) and (MATH 1120 or MATH 1241)
,,,091,23423,1,Logic and Algorithms,(ITSC 1212 or ITCS 1212 or DTSC 1302) and (MATH 1120 or MATH 1241)
,,,092,25058,1,Logic and Algorithms,(ITSC 1212 or ITCS 1212 or DTSC 1302) and (MATH 1120 or MATH 1241)
,,,101,21582,1,Logic and Algorithms,(ITSC 1212 or ITCS 1212 or DTSC 1302) and (MATH 1120 or MATH 1241)
,,,102,21587,1,Logic and Algorithms,(ITSC 1212 or ITCS 1212 or DTSC 1302) and (MATH 1120 or MATH 1241)
,,,103,23202,1,Logic and Algorithms,(ITSC 1212 or ITCS 1212 or DTSC 1302) and (MATH 1120 or MATH 1241)
,,2181,001,24146,1,Intro to Computer Systems,(ITSC 1212 or ITCS 1212) or DTSC 1302
,,,002,24148,1,Intro to Computer Systems,(ITSC 1212 or ITCS 1212) or DTSC 1302
,,,003,24167,1,Intro to Computer Systems,(ITSC 1212 or ITCS 1212) or DTSC 1302
,,,004,24170,1,Intro to Computer Systems,(ITSC 1212 or ITCS 1212) or DTSC 1302
,,,005,25004,1,Intro to Computer Systems,(ITSC 1212 or ITCS 1212) or DTSC 1302
,,,006,24174,1,Intro to Computer Systems,(ITSC 1212 or ITCS 1212) or DTSC 1302
,,,007,25005,1,Intro to Computer Systems,(ITSC 1212 or ITCS 1212) or DTSC 1302
,,,091,25148,1,Intro to Computer Systems,(ITSC 1212 or ITCS 1212) or DTSC 1302
,,2214,001,22057,1,Data Structures and Algorithms,ITSC 1213 or ITCS 1213 or ITIS 1213
,,,002,21802,1,Data Structures and Algorithms,ITSC 1213 or ITCS 1213 or ITIS 1213
,,,003,26584,1,Data Structures and Algorithms,ITSC 1213 or ITCS 1213 or ITIS 1213
,,,091,23203,1,Data Structures and Algorithms,ITSC 1213 or ITCS 1213 or ITIS 1213
,,,101,21588,1,Data Structures and Algorithms,ITSC 1213 or ITCS 1213 or ITIS 1213
,,,102,23137,1,Data Structures and Algorithms,ITSC 1213 or ITCS 1213 or ITIS 1213
,,,103,24162,1,Data Structures and Algorithms,ITSC 1213 or ITCS 1213 or ITIS 1213
,,,104,25118,1,Data Structures and Algorithms,ITSC 1213 or ITCS 1213 or ITIS 1213
,,3146,001,21589,1,Intro Oper Syst & Networking,(ITSC 2214 or ITCS 2214) and ITSC 2181
,,,002,22659,1,Intro Oper Syst & Networking,(ITSC 2214 or ITCS 2214) and ITSC 2181
,,,003,24999,1,Intro Oper Syst & Networking,(ITSC 2214 or ITCS 2214) and ITSC 2181
,,,101,22139,1,Intro Oper Syst & Networking,(ITSC 2214 or ITCS 2214) and ITSC 2181
,,,102,27329,1,Intro Oper Syst & Networking,(ITSC 2214 or ITCS 2214) and ITSC 2181
,,3155,001,22163,1,Software Engineering,ITSC 2214 or ITCS 2214
,,,051,23410,1,Software Engineering,ITSC 2214 or ITCS 2214
,,,101,21584,1,Software Engineering,ITSC 2214 or ITCS 2214
,,,102,21608,1,Software Engineering,ITSC 2214 or ITCS 2214
,,,103,27326,1,Software Engineering,ITSC 2214 or ITCS 2214
,,4155,001,22679,1,Software Development Projects,(ITSC 2214 or ITCS 2214) and (ITSC 3155 or ITIS 3300 or ITIS 3310 or ITCS 3155)
,,,002,22680,1,Software Development Projects,(ITSC 2214 or ITCS 2214) and (ITSC 3155 or ITIS 3300 or ITIS 3310 or ITCS 3155)
,,,003,26591,1,Software Development Projects,(ITSC 2214 or ITCS 2214) and (ITSC 3155 or ITIS 3300 or ITIS 3310 or ITCS 3155)
,,,051,22681,1,Software Development Projects,(ITSC 2214 or ITCS 2214) and (ITSC 3155 or ITIS 3300 or ITIS 3310 or ITCS 3155)
,,4851,001,27506,1,Senior Project II,ITSC 4850
,JAPN,1202,001,23548,1,Elementary Japanese II,JAPN 1201
,,,002,20874,1,Elementary Japanese II,JAPN 1201
,,,003,20395,1,Elementary Japanese II,JAPN 1201
,,,004,27294,1,Elementary Japanese II,JAPN 1201
,,2201,001,20396,1,Intermediate Japanese I,JAPN 1202
,,,002,22999,1,Intermediate Japanese I,JAPN 1202
,,2202,001,20397,1,Intermediate Japanese II,JAPN 2201
,,,002,22118,1,Intermediate Japanese II,JAPN 2201
,,3060,001,23550,1,Topics in Japanese Film,WRDS 1103 or WRDS 1104 or UWRT 1103 or UWRT 1104 or ENGL 1103
,,3101,001,22279,1,Kanji through Reading,JAPN 2202
,,3201,001,20398,1,Upper Intermediate Japanese I,JAPN 2202
,,3202,001,20399,1,Upper Intermediate Japanese II,JAPN 3201
,,3203,001,25350,1,Upper Intermed. Japanese III,JAPN 2202
,,3400,001,21942,1,Teaching Practicum,JAPN 3201 or JAPN 3202 or JAPN 3203
,,4040,001,23551,1,Advanced Topics in Japanese,JAPN 3040 or JAPN 3130 or JAPN 3140 or JAPN 3060
,,4207,001,22945,1,Business Japanese Writing,JAPN 3201 or JAPN 3202 or JAPN 3203
,,4410,001,25088,1,Prof Internship in Japanese,JAPN 3201 and JAPN 3202
,JOUR,2160,001,20246,1,Intro to Journalism,JOUR 2100
,,,002,20247,1,Intro to Journalism,JOUR 2100
,,,003,21829,1,Intro to Journalism,JOUR 2100
,,,004,21830,1,Intro to Journalism,JOUR 2100
,,,005,26734,1,Intro to Journalism,JOUR 2100
,,3050,001,26807,1,Topics in Journalism,JOUR 2160
,,,002,26736,1,Topics in Journalism,JOUR 2160
,,,090,23233,1,Topics in Journalism,JOUR 2160
,,,M90,22122,1,Topics in Journalism,JOUR 2160
,,,R01,23232,1,Topics in Journalism,JOUR 2160
,,,S01,20280,1,Topics in Journalism,JOUR 2160
,,3160,001,20281,1,Adv News Reporting & Writing,JOUR 2160
,,,002,26745,1,Adv News Reporting & Writing,JOUR 2160
,,3161,001,26746,1,News Editing,JOUR 2160
,,3162,001,20806,1,Feature Writing,JOUR 2160
,,,002,24298,1,Feature Writing,JOUR 2160
,,4410,001,21614,1,Professional Internship,JOUR 3160 or JOUR 3162
,,,002,24539,1,Professional Internship,JOUR 3160 or JOUR 3162
,,,003,24540,H2,Professional Internship,JOUR 3160 or JOUR 3162
,KNES,4431,001,21295,1,Outdoor Adv Leadership Pract,KNES 3230 or KNES 3235
,,6900,001,27285,1,Rsrch & Thesis in Kinesiology,KNES 6115 or KNES 5115
,,,004,24970,1,Rsrch & Thesis in Kinesiology,KNES 6115 or KNES 5115
,LACS,4410,001,25353,1,Professional Internship,(ARBC 3201 and ARBC 3202) or (CHNS 3201 and CHNS 3202) or (FREN 3201 and FREN 3202) or (GERM 3201 and GERM 3202) or (ITLN 3201 and ITLN 3202) or (JAPN 3201 and JAPN 3202) or (PORT 3201 and PORT 3202) or (RUSS 3201 and RUSS 3202) or (SPAN 3201 and SPAN 3202)
,,4700,001,25367,1,Honors Project,LACS 3700
,LTAM,3310,001,26721,1,SPAN AMERICAN CIV AND CULTURE,SPAN 3201 and SPAN 3202 and SPAN 3203
,,4316,001,26723,1,"Soc, Pol, Cult, Econ Hisp Lit",(SPAN 3211 or SPAN 4208) or (SPAN 3212 or SPAN 4209) or (LTAM 3312 or LTAM 4309)
,MAED,3224,002,23060,1,Teach Math Elem Sch 3-6,MAED 3222
,,,003,26052,1,Teach Math Elem Sch 3-6,MAED 3222
,,,080,22478,1,Teach Math Elem Sch 3-6,MAED 3222
,,5252,080,22742,1,Teach Math Sec Sch Learn,MDSK 5204 and MDSK 6162 and (MDSK 6162L or MDSK 6163)
,MATH,1103,001,20966,1,Precalc Math Science & Engr,Test MPLC or MATH 1100 or MATH 1101
,,,002,20438,1,Precalc Math Science & Engr,Test MPLC or MATH 1100 or MATH 1101
,,,003,20439,1,Precalc Math Science & Engr,Test MPLC or MATH 1100 or MATH 1101
,,,004,20440,1,Precalc Math Science & Engr,Test MPLC or MATH 1100 or MATH 1101
,,,005,20441,1,Precalc Math Science & Engr,Test MPLC or MATH 1100 or MATH 1101
,,,006,20442,1,Precalc Math Science & Engr,Test MPLC or MATH 1100 or MATH 1101
,,,007,20931,1,Precalc Math Science & Engr,Test MPLC or MATH 1100 or MATH 1101
,,,008,24123,1,Precalc Math Science & Engr,Test MPLC or MATH 1100 or MATH 1101
,,,009,24124,1,Precalc Math Science & Engr,Test MPLC or MATH 1100 or MATH 1101
,,1120,001,20443,1,Calculus,Test MPLC or MATH 1100 or MATH 1101 or MATH 1103
,,,002,20444,1,Calculus,Test MPLC or MATH 1100 or MATH 1101 or MATH 1103
,,,003,20967,1,Calculus,Test MPLC or MATH 1100 or MATH 1101 or MATH 1103
,,,004,20445,1,Calculus,Test MPLC or MATH 1100 or MATH 1101 or MATH 1103
,,,005,20446,1,Calculus,Test MPLC or MATH 1100 or MATH 1101 or MATH 1103
,,,006,20447,1,Calculus,Test MPLC or MATH 1100 or MATH 1101 or MATH 1103
,,,007,20448,1,Calculus,Test MPLC or MATH 1100 or MATH 1101 or MATH 1103
,,,008,20449,1,Calculus,Test MPLC or MATH 1100 or MATH 1101 or MATH 1103
,,,009,20450,1,Calculus,Test MPLC or MATH 1100 or MATH 1101 or MATH 1103
,,,010,21305,1,Calculus,Test MPLC or MATH 1100 or MATH 1101 or MATH 1103
,,,011,21362,1,Calculus,Test MPLC or MATH 1100 or MATH 1101 or MATH 1103
,,,012,21269,1,Calculus,Test MPLC or MATH 1100 or MATH 1101 or MATH 1103
,,,700,26900,1,Calculus,Test MPLC or MATH 1100 or MATH 1101 or MATH 1103
,,1121,001,20451,1,Calculus-Engr Tech,MATH 1103 or Test A02 or Test MPLC
,,,002,22173,1,Calculus-Engr Tech,MATH 1103 or Test A02 or Test MPLC
,,1241,001,23833,1,Calculus I,Test MPLC or MATH 1103
,,,002,20464,1,Calculus I,Test MPLC or MATH 1103
,,,003,26498,1,Calculus I,Test MPLC or MATH 1103
,,,004,20465,1,Calculus I,Test MPLC or MATH 1103
,,,005,20466,1,Calculus I,Test MPLC or MATH 1103
,,,006,26499,1,Calculus I,Test MPLC or MATH 1103
,,,007,20467,1,Calculus I,Test MPLC or MATH 1103
,,,008,20468,1,Calculus I,Test MPLC or MATH 1103
,,,009,24710,1,Calculus I,Test MPLC or MATH 1103
,,,010,26762,1,Calculus I,Test MPLC or MATH 1103
,,,090,21363,1,Calculus I,Test MPLC or MATH 1103
,,1242,001,20477,1,Calculus II,MATH 1241 or ENGR 1241
,,,002,20479,1,Calculus II,MATH 1241 or ENGR 1241
,,,003,20480,1,Calculus II,MATH 1241 or ENGR 1241
,,,004,20968,1,Calculus II,MATH 1241 or ENGR 1241
,,,005,20481,1,Calculus II,MATH 1241 or ENGR 1241
,,,006,20969,1,Calculus II,MATH 1241 or ENGR 1241
,,,007,20484,1,Calculus II,MATH 1241 or ENGR 1241
,,,008,20485,1,Calculus II,MATH 1241 or ENGR 1241
,,,009,20487,1,Calculus II,MATH 1241 or ENGR 1241
,,,010,21489,1,Calculus II,MATH 1241 or ENGR 1241
,,,011,21755,1,Calculus II,MATH 1241 or ENGR 1241
,,,012,20498,1,Calculus II,MATH 1241 or ENGR 1241
,,,013,27434,1,Calculus II,MATH 1241 or ENGR 1241
,,,091,21635,1,Calculus II,MATH 1241 or ENGR 1241
,,1340,001,21361,1,Math for Elem Teachers I,Test MPLC
,,,002,22178,1,Math for Elem Teachers I,Test MPLC
,,1341,002,22024,1,Math for Elem Teachers II,MATH 1340
,,2120,001,20500,1,Inter Applied Calculus,MATH 1120 or MATH 1241 or ENGR 1241
,,2164,001,20501,1,Matrices & Linear Algebra,MATH 1120 or (MATH 1241 or ENGR 1241)
,,,002,20509,1,Matrices & Linear Algebra,MATH 1120 or (MATH 1241 or ENGR 1241)
,,,003,20510,1,Matrices & Linear Algebra,MATH 1120 or (MATH 1241 or ENGR 1241)
,,,004,21074,1,Matrices & Linear Algebra,MATH 1120 or (MATH 1241 or ENGR 1241)
,,,005,20511,1,Matrices & Linear Algebra,MATH 1120 or (MATH 1241 or ENGR 1241)
,,,006,21206,1,Matrices & Linear Algebra,MATH 1120 or (MATH 1241 or ENGR 1241)
,,,007,21365,1,Matrices & Linear Algebra,MATH 1120 or (MATH 1241 or ENGR 1241)
,,,008,21640,1,Matrices & Linear Algebra,MATH 1120 or (MATH 1241 or ENGR 1241)
,,,009,22711,1,Matrices & Linear Algebra,MATH 1120 or (MATH 1241 or ENGR 1241)
,,,090,27394,1,Matrices & Linear Algebra,MATH 1120 or (MATH 1241 or ENGR 1241)
,,2165,001,26109,1,Intro to Discrete Structures,(ECGR 2103 or ITSC 1212) and MATH 1241
,,2167,001,26495,1,Intro to Math Reasoning,MATH 1242 or MATH 2120 and MATH 2164
,,2171,001,20720,1,Differential Equations,MATH 1242
,,,002,21216,1,Differential Equations,MATH 1242
,,,003,20512,1,Differential Equations,MATH 1242
,,,004,20513,1,Differential Equations,MATH 1242
,,,005,22712,1,Differential Equations,MATH 1242
,,,006,20514,1,Differential Equations,MATH 1242
,,,008,20516,1,Differential Equations,MATH 1242
,,2241,001,20930,1,Calculus III,MATH 1242
,,,003,20518,1,Calculus III,MATH 1242
,,,004,20519,1,Calculus III,MATH 1242
,,,005,20520,1,Calculus III,MATH 1242
,,,007,21366,1,Calculus III,MATH 1242
,,,008,20521,1,Calculus III,MATH 1242
,,,009,27147,1,Calculus III,MATH 1242
,,2242,001,20522,1,Calculus IV,MATH 2241
,,2340,001,26925,1,Number Concepts & Relationship,MATH 1100 or MATH 1101 or MATH 1103
,,2342,001,21275,1,Data Analysis & Probability,STAT 1220 or STAT 1222
,,3122,001,21761,1,Probability & Statistics I,MATH 2241
,,3123,001,21207,1,Probability & Statistics II,MATH 3122 or STAT 3122
,,3141,001,22026,1,Adv Calculus of One Variable,MATH 2241 and MATH 2164
,,3142,001,20523,1,Adv Calc of Several Variables,MATH 3141
,,3163,001,20524,1,Intro to Modern Algebra,MATH 1242 and MATH 2164
,,,002,20525,1,Intro to Modern Algebra,MATH 1242 and MATH 2164
,,3166,001,26766,1,Combinatorics,MATH 2164
,,3180,001,24202,1,Predictive Analytics,MATH 1242 or STAT 1220 or STAT 1222
,,3181,001,20535,1,Fund Concepts of Geometry,MATH 2164
,,3227,001,23836,H1,Math Theory of Interest,MATH 1242 or MATH 1120
,,3228,001,22025,H2,Financial Math,MATH 2228 or MATH 3227
,,3800,001,27216,1,Directed Individual Study MATH,MATH 1242
,,4051,001,21622,1,Comp Expl & Generation of Data,(MATH 2120 or MATH 2241) and (STAT 2122 or STAT 2223 or STAT 3123)
,,4109,001,20540,1,Hist of Mathematical Thought,MATH 1241 or ENGR 1241
,,4164,001,26284,1,Abstract Linear Algebra,MATH 3163 and MATH 2164
,,4228,001,27407,1,Life Insurance Mathematics,(MATH 3122 or STAT 3122) and MATH 3228
,,4229,001,22027,1,Advanced Life Insurance Math,MATH 4228 or MATH 3229
,,5144,001,20541,1,Analysis II,MATH 5143
,,5229,001,22718,1,Advanced Life Insurance Math,MATH 5228 or MATH 4228
,,8144,001,20544,1,Real Analysis II,MATH 8143 or MATH 7143
,MBAD,5159,090,20257,1,Stu Managed Invest Fund II,(FINN 3120 or MBAD 6152) and (FINN 3222 or FINN 6153 or MBAD 6153)
,,6112,080,22643,H1,Econ of Business Decisions,(MBAD 5110 or Test MBA1) and (MBAD 5141 or Test MBA4)
,,,U90,20159,1,Econ of Business Decisions,(MBAD 5110 or Test MBA1) and (MBAD 5141 or Test MBA4)
,,6122,080,23323,H1,Decision Modeling & Analysis,(MBAD 5141 or Test MBA4) or MBAD 5142
,,,U90,20236,1,Decision Modeling & Analysis,(MBAD 5141 or Test MBA4) or MBAD 5142
,,6131,080,23324,H1,Fin & Mgrl Accounting,(MBAD 5131 or Test MBA3)
,,,U90,21337,1,Fin & Mgrl Accounting,(MBAD 5131 or Test MBA3)
,,6141,080,23325,H2,Operations Management,Test MBA4( or MBAD 5141)
,,,U90,21343,1,Operations Management,Test MBA4( or MBAD 5141)
,,6152,080,20205,H2,Financial Management,MBAD 6112 and MBAD 6131
,,,U90,20207,1,Financial Management,MBAD 6112 and MBAD 6131
,,6153,U90,22644,1,Investment Management,MBAD 6152
,,6155,083,25084,1,Multinational Fin Mgmt,MBAD 6152
,,6160,U90,20959,1,Real Estate Capital Markets,MBAD 6152
,,6161,080,22645,H2,Human Behavior Organizations,MBAD 5110 and MBAD 5131 and MBAD 5141 and MBAD 5191
,,,U91,27100,1,Human Behavior Organizations,MBAD 5110 and MBAD 5131 and MBAD 5141 and MBAD 5191
,,6194,080,23416,H2,Global Strategic Management,MBAD 6112 and MBAD 6131 and MBAD 6141 and MBAD 6152 and MBAD 6161
,,,U90,20231,1,Global Strategic Management,MBAD 6112 and MBAD 6131 and MBAD 6141 and MBAD 6152 and MBAD 6161
,,6201,080,23318,H1,Bus Intelligence & Analytics,(MBAD 5121 or Test MBA2)
,,,U01,21562,1,Bus Intelligence & Analytics,(MBAD 5121 or Test MBA2)
,,,U90,21249,1,Bus Intelligence & Analytics,(MBAD 5121 or Test MBA2)
,,6207,U90,20237,1,Business Project Management,MBAD 6141 and (MBAD 5121 or Test MBA2)
,,6211,080,24685,H2,Advanced Business Analytics,MBAD 6201 or ITCS 6162
,,,U90,21344,1,Advanced Business Analytics,MBAD 6201 or ITCS 6162
,,,U91,21062,1,Advanced Business Analytics,MBAD 6201 or ITCS 6162
,,6271,U90,23355,1,Consumer Behavior & Strategy,MBAD 6270 or MBAD 6171
,,6273,080,27035,H1,Product and Brand Strategy,MBAD 6270
,,6275,083,27397,1,Global Marketing Strategy,MBAD 6270 or MBAD 6171
,,6276,U90,21743,1,Consumer Analytics,MBAD 6270
,,6279,U90,21338,1,Design Thinking & Innovation,MBAD 6270
,MDLG,3130,001,26251,1,Early Adolescent Learner,MDSK 2100
,MDSK,3252,001,25705,1,Differentiating Instruction,MDSK 3151
,,4251,091,22330,1,Tch Science Mdl & Sec Sch Lrnr,(MDLG 3130 or SECD 4140) and MDSK 3100 and MDSK 3151 and MDSK 4210
,,4253,094,24789,1,Teach SS to Mdl & Sec Sch Lrnr,(MDLG 3130 or SECD 4140) and MDSK 3100 and MDSK 3151 and MDSK 4210
,,4300,091,23036,1,Content Instruction/Assess,MDSK 3151
,,,093,23038,1,Content Instruction/Assess,MDSK 3151
,,,094,23162,1,Content Instruction/Assess,MDSK 3151
,,5251,081,22331,1,Teach Science to Sec Sch Lrnrs,MDSK 5204 and MDSK 6162 and (MDSK 6162L or MDSK 6163)
,,5253,083,20326,1,Teach Soc Stu Middle & Sec Sch,MDSK 6162 and (MDSK 6162L or MDSK 6163) and MDSK 5204
,,5255,086,22334,1,CTE Methods,MDSK 6162 and MDSK 5204 and (MDSK 6162L or MDSK 6163)
,,5300,081,23032,1,Content Instruction/Assess,MDSK 6162 and (MDSK 6162L or MDSK 6163) and MDSK 5204
,,,082,23165,1,Content Instruction/Assess,MDSK 6162 and (MDSK 6162L or MDSK 6163) and MDSK 5204
,,,083,23167,1,Content Instruction/Assess,MDSK 6162 and (MDSK 6162L or MDSK 6163) and MDSK 5204
,,,084,23169,1,Content Instruction/Assess,MDSK 6162 and (MDSK 6162L or MDSK 6163) and MDSK 5204
,,,086,23170,1,Content Instruction/Assess,MDSK 6162 and (MDSK 6162L or MDSK 6163) and MDSK 5204
,MEGR,1100,001,22456,1,Found. Math and Sci. for Engr,ENGR 1201
,,2141,001,20296,1,Engineering Mechanics I,PHYS 2101 and MATH 1242
,,,002,20297,1,Engineering Mechanics I,PHYS 2101 and MATH 1242
,,,003,20298,1,Engineering Mechanics I,PHYS 2101 and MATH 1242
,,,C01,21439,1,Engineering Mechanics I,PHYS 2101 and MATH 1242
,,2144,001,20300,1,Intro to Solid Mechanics,MEGR 2141
,,,002,20299,1,Intro to Solid Mechanics,MEGR 2141
,,,003,20301,1,Intro to Solid Mechanics,MEGR 2141
,,,004,21883,1,Intro to Solid Mechanics,MEGR 2141
,,,005,25989,1,Intro to Solid Mechanics,MEGR 2141
,,,C01,21438,1,Intro to Solid Mechanics,MEGR 2141
,,2156,L01,20303,1,Design Projects Lab I,ENGR 1201 and ENGR 1202 and PHYS 2102 and MEGR 2141
,,,L02,20304,1,Design Projects Lab I,ENGR 1201 and ENGR 1202 and PHYS 2102 and MEGR 2141
,,,L04,20305,1,Design Projects Lab I,ENGR 1201 and ENGR 1202 and PHYS 2102 and MEGR 2141
,,,L05,22854,1,Design Projects Lab I,ENGR 1201 and ENGR 1202 and PHYS 2102 and MEGR 2141
,,,L06,20306,1,Design Projects Lab I,ENGR 1201 and ENGR 1202 and PHYS 2102 and MEGR 2141
,,,L07,20307,1,Design Projects Lab I,ENGR 1201 and ENGR 1202 and PHYS 2102 and MEGR 2141
,,,L08,25407,1,Design Projects Lab I,ENGR 1201 and ENGR 1202 and PHYS 2102 and MEGR 2141
,,,L09,20308,1,Design Projects Lab I,ENGR 1201 and ENGR 1202 and PHYS 2102 and MEGR 2141
,,,L10,23703,1,Design Projects Lab I,ENGR 1201 and ENGR 1202 and PHYS 2102 and MEGR 2141
,,,L11,25408,1,Design Projects Lab I,ENGR 1201 and ENGR 1202 and PHYS 2102 and MEGR 2141
,,,L12,23704,1,Design Projects Lab I,ENGR 1201 and ENGR 1202 and PHYS 2102 and MEGR 2141
,,,L3D,22289,1,Design Projects Lab I,ENGR 1201 and ENGR 1202 and PHYS 2102 and MEGR 2141
,,2180,001,20309,1,Manufacturing Systems,ENGR 1202 and PHYS 2102L and MEGR 2141
,,,002,23471,1,Manufacturing Systems,ENGR 1202 and PHYS 2102L and MEGR 2141
,,2240,001,20688,1,Comput Meth for Engineers,MEGR 2141
,,,002,20310,1,Comput Meth for Engineers,MEGR 2141
,,,003,20312,1,Comput Meth for Engineers,MEGR 2141
,,,004,21082,1,Comput Meth for Engineers,MEGR 2141
,,2289,001,23732,1,Intro to Precision Engineering,MEGR 2141
,,3111,001,20328,1,Thermodynamics I,MATH 2171 and PHYS 2101
,,,002,20329,1,Thermodynamics I,MATH 2171 and PHYS 2101
,,,003,20816,1,Thermodynamics I,MATH 2171 and PHYS 2101
,,,004,23733,1,Thermodynamics I,MATH 2171 and PHYS 2101
